,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_
5782,15.0,female,24.0,European/Caucasian-American,6.0,3.0,Film,20.0,10.0,20.0,35.0,5.0,10.0,7.0,7.0,10.0,9.0,8.0,5.0,8.0,5.0,5.0,7.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,3.0,"15.0, female, 24.0, European/Caucasian-American, 6.0, 3.0, Film, 20.0, 10.0, 20.0, 35.0, 5.0, 10.0, 7.0, 7.0, 10.0, 9.0, 8.0, 5.0, 8.0, 5.0, 5.0, 7.0, 8.0, 6.0, 5.0, 6.0, 9.0, 6.0, 4.0, 8.0, 7.0, 8.0, 8.0, 7.0, 2.0, 3.0"
5801,15.0,female,28.0,European/Caucasian-American,8.0,1.0,Film,25.0,25.0,25.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,10.0,6.0,9.0,5.0,10.0,10.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,3.0,"15.0, female, 28.0, European/Caucasian-American, 8.0, 1.0, Film, 25.0, 25.0, 25.0, 10.0, 10.0, 5.0, 7.0, 7.0, 7.0, 7.0, 10.0, 6.0, 9.0, 5.0, 10.0, 10.0, 9.0, 6.0, 8.0, 3.0, 8.0, 10.0, 8.0, 10.0, 9.0, 9.0, 9.0, 1.0, 6.0, 3.0"
5820,15.0,female,27.0,European/Caucasian-American,10.0,5.0,Higher Ed. - M.A.,25.0,20.0,10.0,20.0,15.0,10.0,7.0,9.0,7.0,6.0,6.0,9.0,8.0,7.0,9.0,9.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,4.0,2.0,"15.0, female, 27.0, European/Caucasian-American, 10.0, 5.0, Higher Ed. - M.A., 25.0, 20.0, 10.0, 20.0, 15.0, 10.0, 7.0, 9.0, 7.0, 6.0, 6.0, 9.0, 8.0, 7.0, 9.0, 9.0, 8.0, 5.0, 1.0, 5.0, 6.0, 9.0, 4.0, 9.0, 8.0, 7.0, 7.0, 4.0, 4.0, 2.0"
5839,15.0,female,23.0,European/Caucasian-American,9.0,6.0,Education,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,9.0,8.0,9.0,8.0,10.0,5.0,7.0,9.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,8.0,10.0,"15.0, female, 23.0, European/Caucasian-American, 9.0, 6.0, Education, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 10.0, 5.0, 7.0, 9.0, 10.0, 3.0, 3.0, 7.0, 6.0, 7.0, 10.0, 10.0, 5.0, 6.0, 6.0, 3.0, 8.0, 10.0"
5858,15.0,female,25.0,European/Caucasian-American,5.0,8.0,Elementary Education,25.0,20.0,20.0,20.0,10.0,5.0,8.0,8.0,6.0,8.0,6.0,7.0,10.0,5.0,8.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,9.0,10.0,8.0,7.0,-1.0,"15.0, female, 25.0, European/Caucasian-American, 5.0, 8.0, Elementary Education, 25.0, 20.0, 20.0, 20.0, 10.0, 5.0, 8.0, 8.0, 6.0, 8.0, 6.0, 7.0, 10.0, 5.0, 8.0, 10.0, 10.0, 10.0, 6.0, 8.0, 9.0, 6.0, 10.0, 10.0, 8.0, 9.0, 10.0, 8.0, 7.0, -1.0"
5877,15.0,female,26.0,European/Caucasian-American,4.0,2.0,School Psychology,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,9.0,9.0,9.0,1.0,7.0,3.0,5.0,8.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,4.0,4.0,"15.0, female, 26.0, European/Caucasian-American, 4.0, 2.0, School Psychology, 15.0, 10.0, 30.0, 10.0, 15.0, 20.0, 7.0, 8.0, 9.0, 9.0, 9.0, 1.0, 7.0, 3.0, 5.0, 8.0, 7.0, 2.0, 5.0, 7.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 3.0, 4.0, 4.0"
5896,15.0,female,25.0,European/Caucasian-American,5.0,2.0,School Psychology,20.0,15.0,25.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,5.0,8.0,8.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,2.0,6.0,8.0,"15.0, female, 25.0, European/Caucasian-American, 5.0, 2.0, School Psychology, 20.0, 15.0, 25.0, 15.0, 15.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 6.0, 5.0, 8.0, 8.0, 6.0, 4.0, 3.0, 8.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 7.0, 2.0, 6.0, 8.0"
5915,15.0,female,24.0,European/Caucasian-American,1.0,6.0,Counseling Psychology,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,7.0,3.0,4.0,8.0,7.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,1.5,"15.0, female, 24.0, European/Caucasian-American, 1.0, 6.0, Counseling Psychology, 22.0, 17.0, 15.0, 15.0, 15.0, 16.0, 8.0, 8.0, 7.0, 8.0, 8.0, 7.0, 3.0, 4.0, 8.0, 7.0, 3.0, 5.0, 3.0, 4.0, 7.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 4.0, 4.0, 1.5"
5934,15.0,female,21.0,European/Caucasian-American,1.0,1.0,Law,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,7.0,7.0,8.0,5.0,8.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,7.0,10.0,8.0,7.0,7.0,"15.0, female, 21.0, European/Caucasian-American, 1.0, 1.0, Law, 20.0, 30.0, 20.0, 20.0, 0.0, 10.0, 8.0, 10.0, 9.0, 7.0, 5.0, 7.0, 7.0, 8.0, 5.0, 8.0, 7.0, 10.0, 2.0, 1.0, 10.0, 7.0, 8.0, 8.0, 10.0, 7.0, 10.0, 8.0, 7.0, 7.0"
5953,15.0,female,30.0,Asian/Pacific Islander/Asian-American,1.0,10.0,Neuroscience and Education,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,1.0,6.0,10.0,6.0,8.0,1.0,4.0,10.0,6.0,8.0,8.0,8.0,4.0,8.0,6.0,6.0,10.0,"15.0, female, 30.0, Asian/Pacific Islander/Asian-American, 1.0, 10.0, Neuroscience and Education, 10.0, 20.0, 20.0, 10.0, 10.0, 30.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 1.0, 6.0, 10.0, 6.0, 8.0, 1.0, 4.0, 10.0, 6.0, 8.0, 8.0, 8.0, 4.0, 8.0, 6.0, 6.0, 10.0"
5972,15.0,female,28.0,European/Caucasian-American,1.0,5.0,Creative Writing,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,8.0,6.0,1.0,6.0,8.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,"15.0, female, 28.0, European/Caucasian-American, 1.0, 5.0, Creative Writing, 35.0, 0.0, 35.0, 10.0, 10.0, 10.0, 8.0, 9.0, 9.0, 9.0, 7.0, 8.0, 6.0, 1.0, 6.0, 8.0, 7.0, 9.0, 1.0, 9.0, 9.0, 1.0, 3.0, 5.0, 5.0, 4.0, 5.0, 2.0, 4.0, 1.0"
5991,15.0,female,26.0,European/Caucasian-American,6.0,1.0,Creative Writing - Nonfiction,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,4.0,10.0,3.0,3.0,9.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,7.0,10.0,7.0,3.0,2.0,"15.0, female, 26.0, European/Caucasian-American, 6.0, 1.0, Creative Writing - Nonfiction, 15.0, 20.0, 15.0, 30.0, 10.0, 10.0, 4.0, 7.0, 7.0, 8.0, 7.0, 4.0, 10.0, 3.0, 3.0, 9.0, 9.0, 9.0, 1.0, 3.0, 10.0, 6.0, 8.0, 10.0, 5.0, 7.0, 10.0, 7.0, 3.0, 2.0"
6010,15.0,female,22.0,European/Caucasian-American,4.0,8.0,Writing: Literary Nonfiction,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,3.0,9.0,2.0,3.0,5.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,5.0,7.0,4.0,6.0,2.5,"15.0, female, 22.0, European/Caucasian-American, 4.0, 8.0, Writing: Literary Nonfiction, 8.0, 20.0, 25.0, 25.0, 12.0, 10.0, 7.0, 9.0, 8.0, 8.0, 8.0, 3.0, 9.0, 2.0, 3.0, 5.0, 9.0, 4.0, 3.0, 4.0, 9.0, 6.0, 7.0, 8.0, 7.0, 5.0, 7.0, 4.0, 6.0, 2.5"
6029,15.0,female,24.0,European/Caucasian-American,1.0,6.0,Creative Writing [Nonfiction],18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,3.0,8.0,1.0,4.0,9.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,6.0,2.5,"15.0, female, 24.0, European/Caucasian-American, 1.0, 6.0, Creative Writing [Nonfiction], 18.0, 19.0, 16.0, 15.0, 15.0, 17.0, 9.0, 8.0, 7.0, 7.0, 7.0, 3.0, 8.0, 1.0, 4.0, 9.0, 8.0, 10.0, 1.0, 1.0, 10.0, 6.0, 9.0, 9.0, 8.0, 7.0, 7.0, 2.0, 6.0, 2.5"
6048,15.0,female,33.0,European/Caucasian-American,1.0,2.0,NonFiction Writing,20.0,20.0,20.0,10.0,10.0,20.0,8.0,8.0,7.0,9.0,7.0,3.0,8.0,4.0,4.0,10.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,7.0,9.0,8.0,4.0,5.0,"15.0, female, 33.0, European/Caucasian-American, 1.0, 2.0, NonFiction Writing, 20.0, 20.0, 20.0, 10.0, 10.0, 20.0, 8.0, 8.0, 7.0, 9.0, 7.0, 3.0, 8.0, 4.0, 4.0, 10.0, 8.0, 6.0, 1.0, 8.0, 9.0, 3.0, 10.0, 10.0, 7.0, 7.0, 9.0, 8.0, 4.0, 5.0"
6067,15.0,female,25.0,Asian/Pacific Islander/Asian-American,1.0,5.0,Theatre Management & Producing,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,3.0,10.0,8.0,7.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,7.0,10.0,7.0,4.0,3.0,"15.0, female, 25.0, Asian/Pacific Islander/Asian-American, 1.0, 5.0, Theatre Management & Producing, 15.0, 18.0, 18.0, 18.0, 15.0, 16.0, 8.0, 10.0, 10.0, 10.0, 8.0, 3.0, 10.0, 8.0, 7.0, 10.0, 10.0, 7.0, 7.0, 7.0, 10.0, 9.0, 10.0, 10.0, 10.0, 7.0, 10.0, 7.0, 4.0, 3.0"
6086,15.0,male,24.0,European/Caucasian-American,3.0,2.0,Law,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,7.0,8.0,8.0,6.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,5.0,7.0,1.0,6.0,7.0,"15.0, male, 24.0, European/Caucasian-American, 3.0, 2.0, Law, 20.0, 21.0, 21.0, 22.0, 6.0, 10.0, 7.0, 7.0, 7.0, 10.0, 9.0, 9.0, 7.0, 8.0, 8.0, 6.0, 7.0, 6.0, 2.0, 6.0, 7.0, 5.0, 7.0, 8.0, 4.0, 5.0, 7.0, 1.0, 6.0, 7.0"
6105,15.0,male,29.0,European/Caucasian-American,7.0,2.0,Business [MBA],45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,4.0,7.0,1.0,2.0,10.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,6.0,5.0,2.0,8.0,3.0,"15.0, male, 29.0, European/Caucasian-American, 7.0, 2.0, Business [MBA], 45.0, 10.0, 10.0, 30.0, 0.0, 5.0, 7.0, 6.0, 10.0, 7.0, 8.0, 4.0, 7.0, 1.0, 2.0, 10.0, 7.0, 9.0, 9.0, 8.0, 7.0, 7.0, 7.0, 9.0, 6.0, 6.0, 5.0, 2.0, 8.0, 3.0"
6125,15.0,male,29.0,European/Caucasian-American,1.0,1.0,Business,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,3.0,10.0,8.0,7.0,-1.0,"15.0, male, 29.0, European/Caucasian-American, 1.0, 1.0, Business, 25.0, 10.0, 20.0, 20.0, 10.0, 15.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 2.0, 9.0, 9.0, 9.0, 7.0, 3.0, 5.0, 9.0, 1.0, 6.0, 7.0, 8.0, 3.0, 10.0, 8.0, 7.0, -1.0"
6140,15.0,male,26.0,European/Caucasian-American,7.0,7.0,Business,70.0,5.0,20.0,3.0,1.0,1.0,7.0,10.0,6.0,8.0,7.0,7.0,6.0,4.0,7.0,7.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,1.0,7.0,1.0,3.0,8.0,"15.0, male, 26.0, European/Caucasian-American, 7.0, 7.0, Business, 70.0, 5.0, 20.0, 3.0, 1.0, 1.0, 7.0, 10.0, 6.0, 8.0, 7.0, 7.0, 6.0, 4.0, 7.0, 7.0, 6.0, 6.0, 1.0, 8.0, 7.0, 1.0, 7.0, 7.0, 6.0, 1.0, 7.0, 1.0, 3.0, 8.0"
6158,15.0,male,31.0,European/Caucasian-American,1.0,1.0,Business,35.0,0.0,25.0,20.0,0.0,20.0,8.0,5.0,7.0,10.0,5.0,10.0,8.0,1.0,4.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,7.0,10.0,3.0,9.0,6.0,"15.0, male, 31.0, European/Caucasian-American, 1.0, 1.0, Business, 35.0, 0.0, 25.0, 20.0, 0.0, 20.0, 8.0, 5.0, 7.0, 10.0, 5.0, 10.0, 8.0, 1.0, 4.0, 8.0, 8.0, 8.0, 2.0, 5.0, 5.0, 1.0, 8.0, 8.0, 10.0, 7.0, 10.0, 3.0, 9.0, 6.0"
6176,15.0,male,29.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Mathematics,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,10.0,9.0,10.0,6.0,2.0,6.0,9.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,6.0,4.0,9.0,6.0,1.0,"15.0, male, 29.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Mathematics, 25.0, 20.0, 15.0, 25.0, 10.0, 5.0, 6.0, 8.0, 7.0, 10.0, 9.0, 10.0, 6.0, 2.0, 6.0, 9.0, 6.0, 9.0, 7.0, 4.0, 3.0, 3.0, 5.0, 8.0, 4.0, 6.0, 4.0, 9.0, 6.0, 1.0"
6194,15.0,male,22.0,European/Caucasian-American,6.0,6.0,Financial Engineering,20.0,25.0,20.0,15.0,5.0,15.0,4.0,8.0,7.0,9.0,9.0,9.0,4.0,8.0,3.0,7.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,2.0,6.0,1.0,6.0,3.0,"15.0, male, 22.0, European/Caucasian-American, 6.0, 6.0, Financial Engineering, 20.0, 25.0, 20.0, 15.0, 5.0, 15.0, 4.0, 8.0, 7.0, 9.0, 9.0, 9.0, 4.0, 8.0, 3.0, 7.0, 3.0, 5.0, 3.0, 3.0, 5.0, 6.0, 5.0, 8.0, 3.0, 2.0, 6.0, 1.0, 6.0, 3.0"
6212,15.0,male,23.0,European/Caucasian-American,1.0,4.0,Financial Engineering,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,10.0,8.0,5.0,8.0,10.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,6.0,8.0,3.0,7.0,6.0,"15.0, male, 23.0, European/Caucasian-American, 1.0, 4.0, Financial Engineering, 25.0, 14.0, 25.0, 25.0, 3.0, 8.0, 6.0, 9.0, 7.0, 8.0, 8.0, 10.0, 8.0, 5.0, 8.0, 10.0, 8.0, 9.0, 7.0, 9.0, 8.0, 4.0, 5.0, 8.0, 7.0, 6.0, 8.0, 3.0, 7.0, 6.0"
6230,15.0,male,30.0,Black/African American,1.0,1.0,International Affairs,30.0,25.0,20.0,15.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,6.0,8.0,1.0,6.0,9.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,1.0,"15.0, male, 30.0, Black/African American, 1.0, 1.0, International Affairs, 30.0, 25.0, 20.0, 15.0, 5.0, 5.0, 8.0, 8.0, 10.0, 9.0, 10.0, 6.0, 8.0, 1.0, 6.0, 9.0, 9.0, 2.0, 6.0, 8.0, 8.0, 6.0, 10.0, 9.0, 7.0, 9.0, 9.0, 5.0, 6.0, 1.0"
6248,15.0,male,27.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Business,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0,4.0,6.0,6.0,8.0,9.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,2.0,10.0,1.0,6.0,2.0,"15.0, male, 27.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Business, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 6.0, 7.0, 8.0, 8.0, 9.0, 4.0, 6.0, 6.0, 8.0, 9.0, 7.0, 8.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 7.0, 2.0, 10.0, 1.0, 6.0, 2.0"
6266,15.0,male,24.0,European/Caucasian-American,1.0,1.0,Film,30.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,8.0,8.0,9.0,4.0,7.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,7.0,9.0,7.0,5.0,5.0,"15.0, male, 24.0, European/Caucasian-American, 1.0, 1.0, Film, 30.0, 15.0, 15.0, 15.0, 15.0, 10.0, 7.0, 9.0, 8.0, 7.0, 8.0, 8.0, 9.0, 4.0, 7.0, 9.0, 9.0, 7.0, 4.0, 2.0, 9.0, 5.0, 7.0, 10.0, 9.0, 7.0, 9.0, 7.0, 5.0, 5.0"
6284,15.0,male,24.0,Latino/Hispanic American,1.0,1.0,International Affairs,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,10.0,8.0,9.0,7.0,9.0,7.0,9.0,8.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,2.0,10.0,1.0,6.0,3.0,"15.0, male, 24.0, Latino/Hispanic American, 1.0, 1.0, International Affairs, 20.0, 10.0, 20.0, 20.0, 10.0, 20.0, 8.0, 7.0, 10.0, 8.0, 9.0, 7.0, 9.0, 7.0, 9.0, 8.0, 8.0, 3.0, 5.0, 1.0, 6.0, 2.0, 4.0, 8.0, 6.0, 2.0, 10.0, 1.0, 6.0, 3.0"
6302,15.0,male,23.0,European/Caucasian-American,5.0,5.0,biomedical engineering,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,10.0,7.0,4.0,1.0,4.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,5.0,10.0,2.0,7.0,-1.0,"15.0, male, 23.0, European/Caucasian-American, 5.0, 5.0, biomedical engineering, 20.0, 15.0, 20.0, 20.0, 10.0, 15.0, 7.0, 9.0, 8.0, 9.0, 8.0, 10.0, 7.0, 4.0, 1.0, 4.0, 8.0, 10.0, 2.0, 8.0, 7.0, 2.0, 6.0, 8.0, 10.0, 5.0, 10.0, 2.0, 7.0, -1.0"
6320,15.0,male,27.0,European/Caucasian-American,8.0,8.0,Business,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,10.0,1.0,8.0,5.0,8.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,5.0,2.0,"15.0, male, 27.0, European/Caucasian-American, 8.0, 8.0, Business, 20.0, 20.0, 20.0, 20.0, 10.0, 10.0, 7.0, 10.0, 6.0, 10.0, 10.0, 10.0, 1.0, 8.0, 5.0, 8.0, 1.0, 8.0, 10.0, 1.0, 8.0, 2.0, 2.0, 4.0, 4.0, 1.0, 5.0, 1.0, 5.0, 2.0"
6338,15.0,male,34.0,European/Caucasian-American,8.0,2.0,Finance,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,8.0,10.0,3.0,3.0,2.0,"15.0, male, 34.0, European/Caucasian-American, 8.0, 2.0, Finance, 35.0, 15.0, 15.0, 25.0, 10.0, 0.0, 8.0, 6.0, 9.0, 7.0, 5.0, 7.0, 7.0, 6.0, 6.0, 7.0, 6.0, 3.0, 3.0, 1.0, 8.0, 1.0, 7.0, 6.0, 7.0, 8.0, 10.0, 3.0, 3.0, 2.0"
6356,15.0,male,27.0,European/Caucasian-American,1.0,1.0,business,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,10.0,8.0,10.0,10.0,5.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,4.0,8.0,4.0,4.0,3.0,"15.0, male, 27.0, European/Caucasian-American, 1.0, 1.0, business, 75.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 8.0, 8.0, 8.0, 10.0, 8.0, 10.0, 10.0, 5.0, 8.0, 0.0, 7.0, 3.0, 8.0, 6.0, 5.0, 5.0, 8.0, 4.0, 8.0, 4.0, 4.0, 3.0"
6374,15.0,male,26.0,European/Caucasian-American,5.0,3.0,business,10.0,10.0,30.0,30.0,5.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,7.0,6.0,0.0,8.0,0.0,"15.0, male, 26.0, European/Caucasian-American, 5.0, 3.0, business, 10.0, 10.0, 30.0, 30.0, 5.0, 15.0, 7.0, 9.0, 7.0, 8.0, 6.0, 6.0, 5.0, 7.0, 5.0, 7.0, 3.0, 5.0, 5.0, 4.0, 6.0, 8.0, 6.0, 9.0, 6.0, 7.0, 6.0, 0.0, 8.0, 0.0"
6410,15.0,male,31.0,European/Caucasian-American,3.0,1.0,MBA,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,1.0,7.0,1.0,6.0,6.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,1.0,7.0,1.0,4.0,2.0,"15.0, male, 31.0, European/Caucasian-American, 3.0, 1.0, MBA, 10.0, 20.0, 40.0, 10.0, 10.0, 10.0, 7.0, 8.0, 4.0, 10.0, 8.0, 1.0, 7.0, 1.0, 6.0, 6.0, 5.0, 1.0, 1.0, 3.0, 10.0, 1.0, 6.0, 6.0, 3.0, 1.0, 7.0, 1.0, 4.0, 2.0"
6436,16.0,female,29.0,European/Caucasian-American,1.0,1.0,Psychology,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,4.0,8.0,8.0,6.0,8.0,1.0,4.0,5.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,3.0,6.0,8.0,5.0,3.0,"16.0, female, 29.0, European/Caucasian-American, 1.0, 1.0, Psychology, 20.0, 20.0, 20.0, 10.0, 10.0, 20.0, 7.0, 8.0, 4.0, 8.0, 8.0, 6.0, 8.0, 1.0, 4.0, 5.0, 8.0, 8.0, 3.0, 5.0, 7.0, 2.0, 6.0, 7.0, 7.0, 3.0, 6.0, 8.0, 5.0, 3.0"
6444,16.0,female,25.0,Asian/Pacific Islander/Asian-American,7.0,3.0,Law,15.0,25.0,20.0,15.0,10.0,15.0,7.0,9.0,7.0,8.0,5.0,2.0,7.0,2.0,5.0,9.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,7.0,9.0,7.0,5.0,0.0,"16.0, female, 25.0, Asian/Pacific Islander/Asian-American, 7.0, 3.0, Law, 15.0, 25.0, 20.0, 15.0, 10.0, 15.0, 7.0, 9.0, 7.0, 8.0, 5.0, 2.0, 7.0, 2.0, 5.0, 9.0, 8.0, 6.0, 5.0, 6.0, 10.0, 8.0, 8.0, 10.0, 7.0, 7.0, 9.0, 7.0, 5.0, 0.0"
6452,16.0,female,28.0,European/Caucasian-American,0.0,1.0,Social Work,5.0,30.0,20.0,10.0,5.0,30.0,9.0,8.0,5.0,9.0,3.0,6.0,5.0,2.0,5.0,8.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,4.0,6.0,7.0,5.0,3.0,"16.0, female, 28.0, European/Caucasian-American, 0.0, 1.0, Social Work, 5.0, 30.0, 20.0, 10.0, 5.0, 30.0, 9.0, 8.0, 5.0, 9.0, 3.0, 6.0, 5.0, 2.0, 5.0, 8.0, 6.0, 5.0, 2.0, 9.0, 9.0, 8.0, 9.0, 9.0, 6.0, 4.0, 6.0, 7.0, 5.0, 3.0"
6460,16.0,female,22.0,European/Caucasian-American,1.0,1.0,Social Work,10.0,10.0,40.0,10.0,15.0,15.0,8.0,9.0,7.0,10.0,7.0,8.0,8.0,4.0,5.0,10.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,6.0,5.0,4.0,5.0,2.0,"16.0, female, 22.0, European/Caucasian-American, 1.0, 1.0, Social Work, 10.0, 10.0, 40.0, 10.0, 15.0, 15.0, 8.0, 9.0, 7.0, 10.0, 7.0, 8.0, 8.0, 4.0, 5.0, 10.0, 8.0, 7.0, 4.0, 3.0, 9.0, 7.0, 8.0, 7.0, 4.0, 6.0, 5.0, 4.0, 5.0, 2.0"
6468,16.0,female,25.0,Asian/Pacific Islander/Asian-American,5.0,5.0,Social Work,20.0,10.0,30.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,1.0,5.0,1.0,1.0,8.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,2.0,"16.0, female, 25.0, Asian/Pacific Islander/Asian-American, 5.0, 5.0, Social Work, 20.0, 10.0, 30.0, 20.0, 10.0, 10.0, 7.0, 7.0, 6.0, 6.0, 6.0, 1.0, 5.0, 1.0, 1.0, 8.0, 5.0, 1.0, 5.0, 5.0, 5.0, 8.0, 10.0, 10.0, 5.0, 10.0, 10.0, 5.0, 7.0, 2.0"
